MLA Name,Age,Constituency,Gender ,Party,Membership,Education,Start of term,End of Term,Attendance,Attendance -State average,No. of Questions Asked,Question -State Average,Number Of Debates,Debate State Average,Note,Term,State,Images,image,Image,Gender,mp_note,Email,Contact,attendance,Start of Term
Vinod Bhiva Nikole,1900-02-18,Dahanu,Male,Communist Party Of India (Marxist),Elected,Inter/ Higher Secondary,2024-11-23,In Office,,,,,,,"Member's Data is taken from election affidavit 2024 (Updated as on : Nov 24, 2024)",15,Maharashtra,,,Vinod Bhiva Nikole.jpg,,,,,,
Vishwajit Patangrao Kadam,1900-02-12,Palus - Kadegaon,Male,Indian National Congress,Elected,Post Graduate,2024-11-23,In Office,,,,,,,"Member's Data is taken from election affidavit 2024 (Updated as on : Nov 24, 2024)",15,Maharashtra,,,Kadam Vishwajit Patangrao.jpg,,,,,,
Vishwanath Atmaram Bhoir,1900-02-23,Kalyan West,Male,Shiv Sena,Elected,Graduate,2024-11-23,In Office,,,,,,,"Member's Data is taken from election affidavit 2024 (Updated as on : Nov 24, 2024)",15,Maharashtra,,,Vishwanath Atmaram Bhoir.jpg,,,,,,
Vithoba Bharane Dattatraya,1900-02-25,Indapur,Male,Nationalist Congress Party,Elected,Inter/ Higher Secondary,2024-11-23,In Office,,,,,,,"Member's Data is taken from election affidavit 2024 (Updated as on : Nov 24, 2024)",15,Maharashtra,,,Dattatraya Vithoba Bharane.jpg,,,,,,
Vitthal Vakilrao Langhe,1900-02-26,Nevasa,Male,Shiv Sena,Elected,Inter/ Higher Secondary,2024-11-23,In Office,,,,,,,"Member's Data is taken from election affidavit 2024 (Updated as on : Nov 24, 2024)",15,Maharashtra,,,Vitthal Vakilrao Langhe.jpg,,,,,,
Yogesh Sagar,1900-03-02,Charkop,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-11-23,In Office,,,,,,,"Member's Data is taken from election affidavit 2024 (Updated as on : Nov 24, 2024)",15,Maharashtra,,,Yogesh Sagar.jpg,,,,,,
Yogeshdada Ramdas Kadam,1900-02-07,Dapoli,Male,Shiv Sena,Elected,Graduate,2024-11-23,In Office,,,,,,,"Member's Data is taken from election affidavit 2024 (Updated as on : Nov 24, 2024)",15,Maharashtra,,,Kadam Yogeshdada Ramdas.jpg,,,,,,
Awangbow Newmai,54,Tamei,Male,Naga Peoples Front,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Awangbow Newmai.jpg,,,,,,,
Chinlunthang,46,Singhat,Male,Kuki Peoples Alliance,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Chinlunthang.jpg,,,,,,,
Dinganglung Gangmei,43,Nungba,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Dinganglung Gangmei.jpeg,,,,,,,
Dr. Sapam Ranjan Singh,49,Konthoujam,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Dr. Sapam Ranjan Singh.jpg,,,,,,,
Dr. Yumnam Radheshyam Singh,67,Hiyanglam,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Dr. Yumnam Radheshyam Singh.jpg,,,,,,,
Dr.Usham Deben Singh,53,Wabgai,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Dr.Usham Deben Singh.jpg,,,,,,,
Haokholet Kipgen,67,Saitu,Male,Independent,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Haokholet Kipgen.jpeg,,,,,,,
Heikham Dingo Singh,43,Sekmai,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Heikham Dingo Singh.jpg,,,,,,,
Irengbam Nalini Devi,61,Oinam,Female,National Peoples Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Irengbam Nalini Devi.jpg,,,,,,,
J Kumo Sha,39,Karong,Male,Independent,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,J Kumo Sha.jpeg,,,,,,,
Janghemlung Panmei,45,Tamenglong,Male,National Peoples Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Janghemlung Panmei.jpg,,,,,,,
Kangujam Ranjit Singh,60,Sugnoo,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Kangujam Ranjit Singh.jpg,,,,,,,
Karam Shyam,59,Langthabal,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Karam Shyam.jpg,,,,,,,
Keisham Meghachandra Singh,48,Wangkhem,Male,Indian National Congress,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Keisham Meghachandra Singh.jpg,,,,,,,
Khashim Vashum,58,Chingai,Male,Naga Peoples Front,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Khashim Vashum.jpg,,,,,,,
Khongbantabam Ibomcha,63,Lamlai,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Khongbantabam Ibomcha.jpg,,,,,,,
Khumukcham Joykisan Singh,57,Thangmeiband,Male,Janata Dal (United),Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Khumukcham Joykisan Singh.jpeg,,,,,,,
Khuraijam Loken Singh,51,Wangoi,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Khuraijam Loken Singh.jpg,,,,,,,
Khwairakpam Raghumani Singh,59,Uripok,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Khwairakpam Raghumani Singh.jpg,,,,,,,
Kimneo Haokip Hangshing,34,Saikul,Female,Kuki Peoples Alliance,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Kimneo Haokip Hangshing.jpg,,,,,,,
Kongkham Robindro Singh,33,Mayang Imphal,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Kongkham Robindro Singh.jpg,,,,,,,
Konthoujam Govindas Singh,56,Bishenpur,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Konthoujam Govindas Singh.jpg,,,,,,,
L.M. Khaute,60,Churachandpur,Male,Janata Dal (United),Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,L.M. Khaute.jpg,,,,,,,
Leishangthem Susindro Meitei,38,Khurai,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Leishangthem Susindro Meitei.jpg,,,,,,,
Leishiyo Keishing,47,Phungyar,Male,Naga Peoples Front,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Leishiyo Keishing.jpg,,,,,,,
Letpao Haokip,45,Tengnoupal,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Letpao Haokip.jpg,,,,,,,
Letzamang Haokip,47,Henglep,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Letzamang Haokip.jpg,,,,,,,
Losii Dikho,55,Mao,Male,Naga Peoples Front,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Losii Dikho.jpg,,,,,,,
Lourembam Rameshwor Meetei,42,Keirao,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Lourembam Rameshwor Meetei.jpg,,,,,,,
Mayanglambam Rameshwar Singh,53,Kakching,Male,National Peoples Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Mayanglambam Rameshwar Singh.jpg,,,,,,,
Md. Achab Uddin,56,Jiribam,Male,Janata Dal (United),Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Md. Achab Uddin.jpg,,,,,,,
Mohd Abdul Nasir,48,Lilong,Male,Janata Dal (United),Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Mohd Abdul Nasir.jpg,,,,,,,
N. Kayisii,56,Tadubi,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,N. Kayisii.jpg,,,,,,,
Nemcha Kipgen,56,Kangpokpi,Female,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Nemcha Kipgen.jpg,,,,,,,
Ngursanglur Sanate,47,Tipaimukh,Male,Janata Dal (United),Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Ngursanglur Sanate.jpg,,,,,,,
Nongthombam Biren Singh,61,Heingang,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Nongthombam Biren Singh.jpg,,,,,,,
Okram Ibobi Singh,73,Thoubal,Male,Indian National Congress,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Okram Ibobi Singh.jpg,,,,,,,
Paolienlal Haokip,47,Saikot,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Paolienlal Haokip.jpg,,,,,,,
Paonam Brojen Singh,56,Wangjing Tentha,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Paonam Brojen Singh.jpg,,,,,,,
Rajkumar Imo Singh,45,Sagolband,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Rajkumar Imo Singh.jpg,,,,,,,
Ram Muivah,61,Ukhrul,Male,Naga Peoples Front,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Ram Muivah.jpg,,,,,,,
Sagolshem Kebi Devi,32,Naoriya Pakhanglakpa,Female,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Sagolshem Kebi Devi.jpg,,,,,,,
Sanasam Premchandra Singh,46,Kumbi,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Sanasam Premchandra Singh.jpg,,,,,,,
Sapam Kunjakeswor (Keba) Singh,63,Patsoi,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Sapam Kunjakeswor (Keba) Singh.jpg,,,,,,,
Sapam Nishikant Singh,57,Keisamthong,Male,Independent,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Sapam Nishikant Singh.jpg,,,,,,,
Sheikh Noorul Hassan,36,Khetrigao,Male,National Peoples Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Sheikh Noorul Hassan.jpg,,,,,,,
Sorokhaibam Rajen Singh,56,Lamsang,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Sorokhaibam Rajen Singh.jpg,,,,,,,
SS. Olish,44,Chandel,Female,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,SS. Olish.jpg,,,,,,,
Surjakumar Okram,34,Khangabo,Male,Indian National Congress,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Surjakumar Okram.jpg,,,,,,,
Thangjam Arunkumar,54,Wangkhei,Male,Janata Dal (United),Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thangjam Arunkumar.jpeg,,,,,,,
Thokchom Lokeshwar Singh,55,Khundrakpam,Male,Indian National Congress,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thokchom Lokeshwar Singh.jpg,,,,,,,
Thokchom Radheshyam Singh,57,Heirok,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thokchom Radheshyam Singh.jpeg,,,,,,,
Thokchom Satyabrata Singh,47,Yaiskul,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thokchom Satyabrata Singh.jpeg,,,,,,,
Thongam Biswajit Singh,46,Thongju,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thongam Biswajit Singh.jpg,,,,,,,
Thongam Shanti Singh,61,Moirang,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thongam Shanti Singh.jpg,,,,,,,
Thounaojam Basanta Kumar Singh,57,Nambol,Male,Bharatiya Janata Party,Elected,Post graduate,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thounaojam Basanta Kumar Singh.jpeg,,,,,,,
Thounaojam Shyamkumar,51,Andro,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Thounaojam Shyamkumar.jpg,,,,,,,
Tongbram Robindro Singh,49,Thanga,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Tongbram Robindro Singh.jpg,,,,,,,
Vungzagin Valte,57,Thanlon,Male,Bharatiya Janata Party,Elected,Graduate,2022-03-10,2026-02-21,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Vungzagin Valte.jpg,,,,,,,
Yumnam Khemchand Singh,58,Singjamei,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2022-03-10,In Office,,,,,,,Member's Data is taken from (https://results.eci.gov.in).,12,Manipur,,Yumnam Khemchand Singh.jpg,,,,,,,
Lahkmen Rymbui,57,Amlarem,Male,United Democratic Party,Elected,Graduate,2023-03-05,In Office,,,6,21.09442249,,,"This MLA has been a Minister from 16 Sep 2025. Ministers represent the government in debates, so we do not report their participation while they are in the office. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 05-03-2023 to 13-03-2025. ",11,Meghalaya,,Lahkmen Rymbui.jpg,,,,,,,
Miani D. Shira,35,Ampati,Female,All India Trinamool Congress,Elected,Graduate,2023-03-05,In Office,,,30,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Miani D. Shira.jpg,,,,,,,
Kartush R. Marak,Info Not Available,Baghmara,Male,Independent,Elected,Inter/ Higher Secondary,2023-03-05,In Office,,,0,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Kartush R. Marak.jpg,,,,,,,
Pongseng Marak,41,Bajengdoba,Male,National Peoples Party,Elected,Graduate,2023-03-05,In Office,,,0,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Pongseng Marak.jpg,,,,,,,
Sengchim N. Sangma,Info Not Available,Chokpot,Male,National Peoples Party,Elected,Graduate,2023-03-05,In Office,,,0,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Sengchim N. Sangma.jpg,,,,,,,
Rupa M. Marak,Info Not Available,Dadenggre,Male,All India Trinamool Congress,Elected,Graduate,2023-03-05,In Office,,,49,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Rupa M. Marak.jpg,,,,,,,
Brening A. Sangma,63,Dalu,Male,National Peoples Party,Elected,Graduate,2023-03-05,In Office,,,0,21.09442249,,,"This MLA has been a Minister from 16 Sep 2025. Ministers represent the government in debates, so we do not report their participation while they are in the office. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 05-03-2023 to 13-03-2025. ",11,Meghalaya,,Brening A. Sangma.jpg,,,,,,,
Mazel Ampareen Lyngdoh,60,East Shillong,Female,National Peoples Party,Elected,Post Graduate,2023-03-05,In Office,,,,,,,"This MLA is a Minister. Ministers represent the government in debates, so we do not report their participation while they are in the office. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 05-03-2023 to 13-03-2025. ",11,Meghalaya,,Mazel Ampareen Lyngdoh.jpg,,,,,,,
Saleng A. Sangma,47,Gambegre,Male,Indian National Congress,Elected,Post Graduate,2023-03-05,2024-06-10,,,22,13.93381643,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Saleng A. Sangma.jpg,,,,,,,
Mehtab Chandee Agitok Sangma,Info Not Available,Gambegre,Female,National Peoples Party,Elected,Graduate,2024-11-13,In Office,,,0,2.933333333,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,,,,,,,,
Sosthenes Sohtun,51,Jirang,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2023-03-05,In Office,,,0,21.09442249,,,"This MLA has been a Minister from 16 Sep 2025. Ministers represent the government in debates, so we do not report their participation while they are in the office. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 05-03-2023 to 13-03-2025. ",11,Meghalaya,,Sosthenes Sohtun.jpg,,,,,,,
Wailadmiki Shylla,34,Jowai,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2023-03-05,In Office,,,0,21.09442249,,,"This MLA has been a Minister from 16 Sep 2025. Ministers represent the government in debates, so we do not report their participation while they are in the office. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 05-03-2023 to 13-03-2025. ",11,Meghalaya,,Wailadmiki Shylla.jpg,,,,,,,
Rupert Momin,51,Kharkutta,Male,National Peoples Party,Elected,Graduate,2023-03-05,In Office,,,15,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Rupert Momin.jpg,,,,,,,
Kyrmen Shylla,37,Khliehriat,Male,United Democratic Party,Elected,Inter/ Higher Secondary,2023-03-05,In Office,,,,,,,"This MLA is a Minister. Ministers represent the government in debates, so we do not report their participation while they are in the office. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 05-03-2023 to 13-03-2025. ",11,Meghalaya,,Kyrmen Shylla.jpg,,,,,,,
Sanjay A. Sangma,Info Not Available,Mahendraganj,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2023-03-05,In Office,,,0,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Sanjay A. Sangma.jpg,,,,,,,
Metbah Lyngdoh,56,Mairang,Male,United Democratic Party,Elected,Inter/ Higher Secondary,2023-03-05,In Office,,,5,21.09442249,,,"This MLA has been a Minister from 16 Sep 2025. Ministers represent the government in debates, so we do not report their participation while they are in the office. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 05-03-2023 to 13-03-2025. ",11,Meghalaya,,Metbah Lyngdoh.jpg,,,,,,,
Charles Marngar,Info Not Available,Mawhati,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2023-03-05,2024-08-18,,,17,13.93381643,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Charles Marngar.jpg,,,,,,,
Charles Marngar,Info Not Available,Mawhati,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2024-08-19,In Office,,,0,7.160606061,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Charles Marngar.jpg,,,,,,,
Banteidor Lyngdoh,49,Mawkynrew,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2023-03-05,In Office,,,10,21.09442249,,, Data corresponds to the period from 05-03-2023 to 13-03-2025. ,11,Meghalaya,,Banteidor Lyngdoh.jpg,,,,,,,
